1,210,200,30
1,170,110,27
1,170,110,27
1,170,110,27
1,170,110,27
1,170,110,27
1,170,110,27
1,170,110,27
2,135,110,110
2,135,110,110
2,135,110,110
2,135,110,110
2,135,110,110
2,105,105,100
2,105,105,100
3,208,140,18
3,208,140,18
3,208,140,18
3,208,140,18
3,208,140,18
3,90,90,75
4,115,65,35
5,250,190,53
5,250,190,53
5,250,190,53
6,225,80,35
6,225,80,35
6,140,140,48
6,140,140,48
7,320,240,70
7,292,166,87
8,228,148,26
8,228,148,26
9,310,200,55
9,154,117,20
10,208,140,18
12,230,80,20
12,230,80,20
13,350,235,92
13,350,235,92
13,350,235,92
13,350,235,92
13,350,235,92
13,340,250,100
13,340,250,100
13,340,250,100
13,340,250,100
13,340,250,100
15,90,85,25
15,90,85,25
16,232,128,30
18,160,120,40
18,160,120,40
18,160,120,40
18,160,120,40
18,160,120,40
19,310,210,118
19,310,210,118
19,115,115,50
20,234,143,79
21,154,117,20
22,188,124,50
22,188,124,50
22,188,124,50
22,188,124,50
22,188,124,50
23,208,142,30
23,155,101,70
23,140,131,130
24,255,105,53
24,255,105,53
24,255,105,53
25,290,190,60
25,290,190,60
25,290,190,60
25,182,153,25
26,296,206,59
26,250,170,45
26,247,175,53
26,247,175,53
26,169,169,106
26,169,169,106
27,292,192,43
27,292,192,43
27,292,192,43
27,280,195,30
27,280,195,30
28,246,208,40
28,246,208,40
28,246,208,40
28,246,208,40
28,246,208,40
29,297,183,122
29,297,183,122
29,297,183,122
29,297,183,122
29,297,183,122
29,297,183,122
30,102,96,48
30,102,96,48
30,102,96,48
31,375,265,40
31,375,265,40
31,375,265,40
31,375,265,40
32,188,135,135
33,260,78,35
33,230,130,45
33,230,130,45
33,230,80,20
34,260,175,75
36,144,108,8
36,120,110,10
37,135,90,78
37,135,90,78
37,135,90,78
37,135,90,78
38,218,106,35
38,143,143,42
38,120,68,20
38,120,68,20
38,120,68,20
39,190,125,92
39,190,125,92
39,190,125,92
39,190,125,92
39,190,125,92
39,190,125,92
39,190,125,92
39,190,125,92
40,173,129,129
40,110,100,80
41,290,195,70
41,290,195,70
41,200,135,60
41,200,135,60
41,160,115,53
41,158,113,50
41,158,112,50
41,158,112,50
41,158,112,50
42,300,85,44
43,245,135,70
43,150,80,70
43,140,132,110
44,320,95,22
44,320,95,22
44,320,95,20
44,320,95,20
44,305,210,60
44,305,210,60
44,305,210,60
44,266,116,96
44,266,116,96
44,230,140,50
44,230,140,50
44,225,132,66
44,225,132,66
44,220,70,25
44,220,70,25
44,208,145,105
44,208,145,105
44,185,140,60
44,165,70,10
44,165,70,10
44,165,70,10
44,165,70,10
44,165,70,10
44,151,145,110
45,230,150,45
45,230,150,45
45,230,150,45
46,244,180,112
46,244,180,112
47,345,278,85
47,345,278,85
48,190,125,92
48,190,125,92
48,190,125,92
48,190,125,92
48,190,125,92
48,190,125,92
48,190,125,92
48,190,125,92
49,180,120,35
49,180,120,35
49,180,120,35
50,257,130,81
50,198,161,30
50,198,161,30
50,176,67,67
50,176,67,67
50,138,70,70
50,138,70,70
51,345,232,100
51,265,177,45
51,265,177,45
52,200,165,55
52,200,165,55
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
53,268,153,60
54,140,88,88
54,140,88,88
54,140,88,88
54,140,88,88
55,190,125,92
55,190,125,92
55,190,125,92
55,190,125,92
55,190,125,92
55,190,125,92
55,190,125,92
55,190,125,92
56,235,233,75
56,235,233,75
57,250,180,5
57,250,180,5
57,185,150,50
58,135,40,15
59,165,55,30
60,65,60,20
60,65,60,20
60,65,60,20
61,114,76,76
61,114,76,76
62,98,70,70
62,98,70,70
64,176,123,35
64,176,123,35
64,176,123,35
64,176,123,35
64,155,100,18
64,155,100,18
64,105,105,65
65,390,265,40
65,256,195,65
65,256,195,65
65,255,180,5
65,235,110,56
65,223,125,120
65,220,74,30
65,200,165,58
65,180,150,25
66,320,230,90
66,320,230,90
66,320,228,90
66,260,230,75
66,260,230,75
66,230,40,30
66,230,40,30
67,265,190,73
67,265,190,73
67,265,190,73
67,265,190,73
67,265,190,73
67,265,190,73
67,265,190,73
67,265,190,73
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
67,85,60,12
68,300,195,65
68,290,169,50
68,262,178,63
68,247,154,121
68,224,164,10
68,224,164,10
68,220,133,70
68,210,153,40
68,210,153,40
68,175,175,96
69,375,265,40
69,375,265,40
69,235,220,45
69,235,220,45
69,235,220,45
69,230,200,43
69,230,200,43
69,220,200,60
69,220,200,60
69,220,200,60
69,210,195,38
69,210,195,38
70,238,122,73
70,238,122,73
70,238,122,73
70,238,122,73
70,238,122,73
70,238,122,73
70,238,122,73
70,238,122,73
71,246,109,58
72,190,130,130
72,190,130,130
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
73,235,110,56
74,290,200,30
74,228,170,32
74,210,160,36
74,202,147,30
74,195,102,40
74,195,102,40
75,254,186,51
75,254,186,51
75,245,107,65
76,248,157,47
77,268,193,58
78,165,55,30
79,220,165,55
80,346,233,80
80,250,172,58
80,160,150,50
80,160,150,50
80,160,150,50
80,157,155,70
80,157,155,70
82,190,96,60
82,190,96,60
82,190,96,60
82,190,96,60
82,190,96,60
82,190,96,60
